"Id","Name","NativeName","Description","MainRuleset","LudiiRuleset","Reference","Origin","DLPGame","PublicGame","knownAliases","Author","Publisher","Date","ProprietaryGame","Credit","SeeAlso","BGGId","OriginPoint","EvidenceRange","WishlistGame","Notes","HelpUs","ForceRulesetInLud"
871,Jeson Zam,Jesön Zam,Jesön Zam (The nine ways) is an alignment game played in Mongolia. The game is described as boys with white hair dancing with boys with black hair.,1028,1028,,Mongolia,1,1,,,,,0,Eric Piette,,,"47°4'27.32""N, 117°6'34.79""E","5463,5466",0,,0,0
872,Tavan Tal,,Tavan Tal is an alignment game played in Mongolia on a pentagonal board.,1029,1029,,Mongolia,1,1,,,,,0,Eric Piette,,,"48°39'14.46""N, 112°3'48.42""E","5463,5466",0,,0,0
873,Zurgaan Tal,,Zurgaan Tal is a game of alignment from Mongolia played on a hexagonal board.,1030,1030,,Mongolia,1,1,,,,,0,Eric Piette,,,"45°10'26.28""N, 111°51'35.96""E","5463,5466",0,,0,0
874,One-Eyed Go,,One-Eyed Go is a variant of Go.,1031,1031,"<a href=""https://senseis.xmp.net/?OneEyedGo"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />senseis.xmp.net</a>",,0,1,,,,"2013-00-00",0,Eric Piette,,,,"0,5520",0,,0,0
875,Davxar Zirge (Type 1),,Davxar Zirge is a alignment game played in mongolia on a complex board.,1032,,,Mongolia,1,1,,,,,0,Eric Piette,,,"47°6'47.59""N, 102°46'23.37""E","5463,5466",1,,0,0
876,Davxar Zirge (Type 2),,Davxar Zirge is an alignment game played on Mongolia on a complex board. ,1033,,,Mongolia,1,1,,,,,0,Eric Piette,,,"45°8'38.89""N, 108°42'28.07""E","5463,5466",1,,0,0
877,Aralzaa,,Aralzaa is a replacement game played on a small board from Mongolia.,1034,1034,,Mongolia.,1,1,,"",,,0,Eric Piette,,,"48°21'39.09""N, 102°19'20.67""E","5463,5466",0,,0,0
878,Jeson Mor,Jesön Mor',Jesön Mor' (the nine horses) is a game played in Mongolia. Two sides attempt to reach the central square on the board. ,1035,,,Mongolia,1,1,,,,,0,Nicholas Bamber,,,"49°31'13.43""N, 95°36'4.82""E","5463,5466",0,,0,0
879,Bajr,,Bajr is a replacement game played in Mongolia.,1036,1036,,Mongolia,1,1,,,,,0,Eric Piette,,,"47°32'54.27""N, 96°17'42""E","5463,5466",0,,0,0
880,Toono,,Toono (Yurt's Roof) is a capturing game played in Mongolia. The shape of the board is said to resemble the roof of a yurt. The pieces jump three places on the board and capture a piece they land on.,1039,1039,,Mongolia,1,1,,,,,0,Eric Piette,,,"45°33'57.7""N, 91°40'22.17""E","5463,5466",0,,0,0
881,Boxijn Barildaan,Böxijn Barildaan,Böxijn Barildaan (the struggle) is a capturing game played in Mongolia.  ,1040,1040,,Mongolia,1,1,,,,,0,Eric Piette,,,"48°4'45.47""N, 98°6'17.58""E","5463,5466",0,,0,0
882,Xarajlt,,"Xarajlt (the jump) is a capturing game played in Mongolia. one player plays as lambs, the other as kids. ",1041,1041,,Mongolia,1,1,,,,,0,Eric Piette,,,"45°2'57.76""N, 110°48'48.99""E","5463,5466",0,,0,0
883,Buudal,,"Buudal (the stop) is a capturing game played in Mongolia. One player plays as spotted dogs, the other as black dogs.",1042,1042,,Mongolia,1,1,,,,,0,Eric Piette,,,"42°58'49.74""N, 107°51'2.57""E","5463,5466",0,,0,0
884,Doov,Dööv,"Dööv is a capturing game played in Mongolia. Each player plays as a pack of dogs (one pack spotted, the other black), who jump over opposing dogs to capture them.",1043,1043,,Mongolia,1,1,,,,,0,Eric Piette,,,"49°20'31.15""N, 95°36'9.08""E","5463,5466",0,,0,0
885,Dorvolz,Dörvölz,"Dörvölz is a game played in Mongolia, in which players attempt to enclose the largest number of empty spaces.",1044,1044,,Mongolia,1,1,,"",,,0,Eric Piette,,,"47°35'37.09""N, 91°3'7.95""E","5463,5466",0,That game is built in following the rules describing in the source; however that's not possible to reach a terminal state with its current implementation. That's why we are thinking it should be impossible to place sites enclosed by your pieces and the game should stop when its impossible to play for the mover.,0,0
886,Ssang-Ryouk,,"Ssang-Ryouk (""double sixes"") is a race game played in Korea.",1045,1045,Murray 1951: 115-116.,Korea,1,1,,,,,0,Eric Piette,,,"41°55'22.92""N, 129°38'29.4""E","5395,5395",0,,0,0
887,Patok,,"Patok is a game played in Korea that is very similar to Japanese Go and Chinese Wei-Qi. There is a customary opening phase, in which players place pieces on certain spaces before beginning.",1046,1046,Murray 1951: 89-92.,Korea,1,1,Baduk,,,,0,Eric Piette,,,"41°14'51""N, 126°47'20.68""E","5395,5395",0,,0,0
888,Tables Rabbatuees,Tables Rabbatuées,"Tables Rabattuées is a European Tables-style game played in France. Players must remove their pieces from the board, and then return them to the starting position.",1047,1047,Murray 1951: 121.,France,1,1,"Dames Rabattuées, Tables Avalées",,,,0,Eric Piette,,,"49°54'50.98""N, 2°42'47.9""E","5292,5292",0,,0,0
889,Gwyddbwyll,,"Gwyddbwyll is a game that is known from early medieval Wales. Not much is known about it, but it is thought to be related to the Irish game Fidchell.",1048,,Murray 1951: 31-34.,Wales,1,1,,,,,0,,,,"53°8'11.61""N, 3°16'53.55""W","4550,4725",1,,0,0
890,Crossway,,"The most elegant drawless square connection game. Stones possess orthodiagonal connectivity, and crosscuts are disallowed.",1049,1049,Mark Steere Games,,0,1,,Mark Steere,,"2007-00-00",0,Alek Erickson,,30517,,"0,5520",0,,0,0
891,Main Dam,,Main Dam is a game with leaping captures played in Malaya in the early twentieth century.,1050,1050,,Malaysia,1,1,,,,,0,Eric Piette,,,"2°46'11.74""N, 103°15'27.69""E","5415,5415",0,,0,0
892,Pancha Keliya (Complex),,Pancha Keliya is a race game played in Sri Lanka during the early twentieth century. This version is played on a more complex board.,1051,,Murray 1951: 140.,Sri Lanka,1,1,,,,,0,Eric Piette,,,"8°19'24.15""N, 79°59'39.26""E","5442,5442",1,,0,0
893,Pancha (Mahabalipuram),,"This game takes the form of a single track, and is found inscribed on temples at Mahabalipuram, India. It closely resembles race games known from the twentieth century in India and Sri Lanka.",1052,,Murray 1951: 140.,India,1,1,,,,,0,Eric Piette,,,"12°37'16.02""N, 80°11'37.98""E","4100,5520",1,,0,0
894,Pancha (Mahabalipuram with Loop),,"This game was found on a temple at Mahabalipuram. The board is reminiscent of other games known throughout India, and described in the twentieth century.",1053,,Murray 1951: 140.,India,1,1,,,,,0,Eric Piette,,,"12°37'16.02""N, 80°11'37.98""E","4100,5520",1,,0,0
895,Pancha (Mahabalipuram with Double Loop),,"This game was found as graffiti on a temple at Mahabalipuram, India. It is closely similar to other single-track board games found throughout India and Sri Lanka, which were fully described in the twentieth century.",1054,,Murray 1951: 140.,India,1,1,,,,,0,Eric Piette,,,"12°37'16.02""N, 80°11'37.98""E","4100,5520",1,,0,0
896,Bajii,,Bajii is a race game played in Mongolia on a cross-shaped board. It includes favorable spaces which protect pieces and others which are dangerous and send pieces back to start.,1055,,,Mongolia,1,1,,,,,0,Eric Piette,,,"43°32'50.48""N, 98°54'56.7""E","5488,5491",1,,0,0
897,Mankala,,"Mankala is a two-row manca;a-style game, inwhich sowing is the primary movement mechanism in the game. It was documented in Egypt during the eighteenth century. ",1056,1056,,Egypt,1,1,,,,,0,Eric Piette,,,"30°2'29.49""N, 31°13'56.00""E","5262,5262",0,,0,0
898,Dris at-Talata,,"Dris at-Talata is a simple game of alignment played in Egypt during the eighteenth century, but likely to be much older.",1057,1057,Murrray 1951: 39.,Egypt,1,1,Dris-ath-Thalatha,,,,0,Eric Piette,,,"30°2'29.49""N, 31°13'56.00""E","5262,5262",0,,0,0
899,Dris et-Tessa,,Dris et-Tessa is a game played in Egypt during the eighteenth century. It is played on a board commonly used wordwide for alignment games.,1058,,Murray 1951: 47.,Egypt,1,1,,,,,0,Eric Piette,,,"30°2'29.49""N, 31°13'56.00""E","5262,5262",1,,0,0
900,Dris et-Tessa (Diagonals),,Dris et-Tessa is a game played in eighteenth century Egypt. The board used is similar to others used throughout the world for alignment games.,1059,,Murray 1951: 47.,Egypt,1,1,,,,,0,Eric Piette,,,"30°2'29.49""N, 31°13'56.00""E","5262,5262",1,,0,0
901,Frangieh,,"Frangieh (""foreign"") is a race game played in Southwest Asia, which is one of a types of games referred to as Tawulat ul-Zahr, which are similar to European Tables and Persian Nard games. This game, which is similar to Backgammon, is considered to be one of the easier versions, and is not favored by experienced players.",1060,1060,,Southwest Asia,1,1,,,,,0,Eric Piette,,,"34°22'38.75""N, 37°52'23.66""E","5474,5474",0,,0,0
902,Mughrabieh,,"Mughrabieh is a race game played in Southwest Asia, one of the different types which are called Tawulat ul-Zahr. It is said to have originated in Morocco.",1061,1061,,Southwest Asia,1,1,,,,,0,Eric Piette,,,"36°30'5.94""N, 38°59'31.82""E","5474,5474",0,,0,0
903,Mahbouseh,,"Mahbouseh is a race game played in Southwest Asia, one of the different types which are called Tawulat ul-Zahr.",1062,1062,,Southwest Asia,1,1,,,,,0,Eric Piette,,,"35°3'41.44""N, 36°0'0.33""E","5474,5474",0,,0,0
904,Yahoudieh,,Yahoudieh is a children's race game played in Syria and Lebanon. It is a simplified version of Tawulat ul-Zahr games that are popular among adults.,1063,1063,,Southwest Asia,1,1,,,,,0,Eric Piette,,,"34°53'54.78""N, 36°34'18.09""E","5474,5474",0,,0,0
905,Julbahar,,"Julbahar is a race game played in Southwest Asia, one of the different types which are called Tawulat ul-Zahr. It is unique because in the first move, a player moves the opponent's pieces.",1064,1064,,Southwest Asia,1,1,Gulbahar,,,,0,Eric Piette,,,"36°35'31.89""N, 41°26'5.49""E","5474,5474",0,,0,0
906,Manqalah,,"Manqalah is a game that was played in Southwest Asia during the tenth century. Little is known about it, but it could be the earliest attestation of the sowing type of game known from much later.",1065,,Murray 1951: 165.,Southwest Asia,1,1,,,,,0,,,,"33°19'16.16""N, 44°25'5.05""E","4400,4467",1,,0,0
907,Qirq,,"Qirq is a simple game of alignment played in Southwest Asia. Though the game is of a type worldwide, and is likely older, This version is the earliest known name for the game.",1066,,Murray 1951: 35.,Southwest Asia,1,1,,,,,0,Eric Piette,,,"21°25'18.18""N, 39°49'31.68""E","5003,5066",1,,0,0
908,Ethiopian Capture Game,,"This game, the name of which was unrecorded, is a game with leaping captures played in Ethiopia in the early twentieth century.",1067,1067,Murray 1951: 66.,Ethiopia,1,1,,,,,0,Eric Piette,,,"9°35'45.42""N, 39°44'2.99""E","5435,5435",0,,0,0
909,Vela,Véla,"Véla is a form of Fanorona played in Madagascar. This game is played when a player has lost at the standard game of Fanorona, and they may not play the standard game again until they either win at this game or admit inferiority to the winner.",1068,1068,Murray 1951: 89.,Madagascar,1,1,,,,,0,Eric Piette,,,"13°1'57.35""S, 49°39'58.62""E","5396,5396",0,,0,0
910,Choko,,Choko is a capturing game that was played in the Gambia River valley during the early twentieth century. ,1069,1069,Murray 1951: 83.,Senegambia,1,1,,,,,0,Eric Piette,,,"13°15'5.71""N, 15°55'38.99""W","5409,5409",0,,0,0
911,Yakamaido,,Yakamaido is a game that was played by the Mono people of California during the nineteenth or early twentieth century.,1070,,Murray 1951: 48.,California,1,1,,,,,0,Eric Piette,,,"37°13'44.56""N, 119°30'33.03""W","5407,5407",1,,0,0
912,Poprad Game,,This game is based on the discovery of a game board at the site of Poprad in Slovakia.,1071,,,Slovakia,1,1,,,,,0,Eric Piette,,,"49°3'4.05""N, 20°17'43.46""E","3875,3875",0,,0,0
913,Janes Soppi,Jänes Soppi,"Jänes Soppi (""the hare to the corner"") is a blockade game from Estonia. ",1072,1072,Michaelsen 2014: 207.,Estonia,1,1,,,,,0,Eric Piette,,,,"0,5520",0,,0,0
914,Janes Soppi (Alignment),Jänes Soppi (Alignment),"This version of the game known as Jänes Soppi  is an alignment game. It was played in Kärla, Estonia.",1073,,Michaelsen 2014:207-208.,Estonia,1,1,,,,,0,Eric Piette,,,,"0,5520",0,,0,0
915,Riga Game,,"This game was found in Riga, Latvia and in Århus, Denmark.",1074,,Michaelsen 2014: 205-206.,Northern Europe,1,1,,,,,0,Eric Piette,,,"56°56'58.31""N, 24°6'18.50""E","4700,4799",1,,0,0
916,Wolf und Schaaf,,"Wold und Schaaf (wolf and sheep) is a game played in Germany. One player plays as four sheep, which attempt to block one wolf, who attempts to move behind the line of sheep.",1075,1075,Michaelsen 2014: 210.,Germany,1,1,Wolfsspiel,,,,0,Eric Piette,,,"53°3'5.26""N, 12°32'1.31""E","5353,5353",0,,0,0
917,Tokkadille,,"Tokkadille is a race game similar to other European Tables games, which I known from nineteenth century Germany, but which may be older.",1076,1076,Murray 1951: 126.,Germany,1,1,,,,,0,Eric Piette,,,"53°12'15.97""N, 13°31'23.7""E","5353,5353",0,,0,1
918,Lange Puff,,"Lange Puff is a European Tables game played in Germany. Its rules have been documented since the nineteenth century, but it may be related to other games with similar names that are much older. ",1077,1077,Murray 1951: 128.,Germany,1,1,,,,,0,Eric Piette,,,"53°59'38.27""N, 14°0'30.01""E","5353,5353",0,,0,0
919,Contrare Puff,Conträre Puff,"Conträre Puff is a European Tables game played in Germany. The rules for the game were documented in the nineteenth century, but it could be much older, as other games with similar names are known from earlier periods in Europe.",1078,1078,,Germany,1,1,,,,,0,Eric Piette,,,"51°21'41.89""N, 9°27'15.19""E","5353,5353",0,,0,0
920,Kiz Tavlasi,Kız Tavlasi,"Kız Tavlasi is a race game played in Anatolia since at least the past 50 years, but is likely much older. It is a simple version of Tavla. ",1079,1079,"Dr. Fatih Parlak, personal communication 2020.",Turkey,1,1,,,,,0,Eric Piette,,,"36°39'16.39""N, 34°21'41.31""E","5470,5520",0,,0,0
921,Roman Merels,,"Merels games are some of the most common games known throughout the world. Some of the oldest evidence comes from the Roman Empire, where boards are known which are identical to later games, but the exact rules are unknown.",1080,,,Roman Empire,1,1,,,,,0,Eric Piette,,,"43°18'35.82""N, 3°6'29.02""E","3400,3540",1,,0,0
922,Roman Small Merels,,"Small Merels games are some of the most common game known throughout the world. These board are known from the Roman Empire, though the particular rules for them are undocumented.",1081,,,Roman Empire,1,1,,,,,0,Eric Piette,,,"34°39'59.60""N, 32°53'3.92""E","3675,4174",1,,0,0
923,Hund efter Hare (Thy),,"Hund efter Hare is a name applied to several blockade games played in Denmark. This game was played in Thy, Denmmark, on a more complex board than was common elsewhere.",1082,1082,Michaelsen 2014: 203-204.,Denmark,1,1,,,,,0,Eric Piette,,,"56°58'24.33""N, 8°36'59.50""E","5448,5468",0,,0,0
924,Hund efter Hare (Vendsyssel),,"Hund efter Hare is a blockade game played in Denmark. This version is from Thy, Denmark, and has been played at least since the nineteenth century.",1083,1083,Michaelsen 2014: 202-204.,Denmark,1,1,,,,,0,Eric Piette,,,"57°21'47.52""N, 10°6'21.54""E","5398,5472",0,,0,0
925,Gasetavl,Gåsetavl,Gåsetavl is a hunt game played in Denmark since at least the nineteenth century. ,1084,1084,,Denmark,1,1,,,,,0,Eric Piette,,,"55°42'35.73""N, 11°15'28.65""E","5343,5398",0,,0,0
926,Gasetavl (Gedved),Gåsetavl (Gedved),Gåsetavl is a name for several hunt games in Denmark. This version is played on a larger board with one fox and eighteen geese.,1085,1085,,Denmark,1,1,,,,,0,Eric Piette,,,"55°55'43.63""N, 9°50'43.58""E","5348,5398",0,,0,0
927,Haretavl (Horsens),,"This game board was documented in the area of Horsens, Denmark in the nineteenth century. It belongs to a family of boards common throughout the Baltic region that are used for blockade and hunt games.",1086,,Mihcselsen 2014: 203-204.,Denmark,1,1,,,,,0,Eric Piette,,,"55°51'29.32""N, 9°50'51.32""E","5348,5398",1,,0,0
928,Solitario,,"Solitario is a game that was played in Peru in the nineteenth century. The rules of how to play were not documented, but the board is known.",1087,,Murray 1951:,Peru,1,1,,,,,0,Eric Piette,,,"13°29'56.46""S, 76°9'34.79""W","5398,5398",1,,0,0
929,Dam Hariman,,Dam Hariman is a game with captures played in Malaysia during the nineteenth century.,1088,1088,,Malaysia,1,1,,,,,0,Eric Piette,,,"1°28'30.67""N, 103°45'44.52""E","5386,5395",0,,0,0
930,Lay Gwet Kyah,,Lay Gwet Kyah is a hunt game played in Myanmar during the nineteenth century. ,1089,,,Southeast Asia,1,1,"",,,,0,Eric Piette,,,"20°28'13.52""N, 98°6'50.83""E","5382,5382",1,,0,0
931,Sua Ghin Gnua,,"Sua Ghin Gnua is a game played in Thailand. It was equated with the game Lay Gwet Kyah, but not described.",1090,,,Thailand,1,1,,,,,0,Eric Piette,,,"17°33'38.13""N, 99°49'33.64""E","5398,5398",1,,0,0
932,Tabal,,"Tabal is a game played in Malaysia in the nineteenth century. The board is the same as many race games played throughout Europe and Asia, though the specific rules were not documented.",1091,,Murray 1951: 116.,Malaysia,1,1,Main Tabal,,,,0,Eric Piette,,,"1°28'30.67""N, 103°45'44.52""E","5386,5395",1,,0,0
933,Moo (Hunt),,Moo is a hunt game that was played in Samoa during the nineteenth century.,1092,,"",Samoa,1,1,,,,,0,,,,"13°52'8.25""S, 172°1'38.03""W","5398,5398",1,,0,0
934,Mamatjang-Matjang,,Mamatjang-Matjang is a hunt game played on the island of Celebes in the nineteenth century.,1093,,Murray 1951: 110.,Indonesia,1,1,,,,,0,,,,"5°7'18.52""S, 119°52'46.2""E","5374,5374",1,,0,0
935,Gala (Buginese),,"Gala is a game used to refer to at least two games played in the Makassar Peninsula of Sulawesi, Indonesia. This is the Buginese version, which is played on a larger board and the ability to capture in corners.",1094,1094,,Indonesia,1,1,,,,,0,Eric Piette,,,"4°53'27.22""S, 119°47'5.49""E","5374,5374",0,,0,0
